AJ577,Chevrolet,Cobalt,Base,0,1,0,B,4,1
AJ677,Chevrolet,Cobalt,Base,0,1,0,B,4,1
AK577,Chevrolet,Cobalt,LS,0,1,0,B,4,1
AK677,Chevrolet,Cobalt,LS,0,1,0,B,4,1
AL577,Chevrolet,Cobalt,LT,0,1,0,B,4,1
AL677,Chevrolet,Cobalt,LT,0,1,0,B,4,1
AP177,Chevrolet,Cobalt,Sport Coupe,0,1,0,BR,2,1
AP277,Chevrolet,Cobalt,Sport Coupe,0,1,0,BR,2,1
AP377,Chevrolet,Cobalt,Sport Coupe,0,1,0,CC,2,1
AR577,Chevrolet,Cobalt,Base,0,1,0,B,4,0
AR677,Chevrolet,Cobalt,Base,0,1,0,B,4,0
AS577,Chevrolet,Cobalt,LS,0,1,0,B,4,0
AS677,Chevrolet,Cobalt,LS,0,1,0,B,4,0
AT577,Chevrolet,Cobalt,LT,0,1,0,B,4,0
AT677,Chevrolet,Cobalt,LT,0,1,0,B,4,0
JD577,Chevrolet,Optra,N/A,0,1,0,B,4,0
JD677,Chevrolet,Optra,LT,0,1,0,B,4,0
WB577,Chevrolet,Impala,LS Sedan,0,1,0,B,4,0
WB677,Chevrolet,Impala,LS Sedan,0,1,0,B,4,0
WC577,Chevrolet,Impala,2LT,0,1,0,B,4,0
WC677,Chevrolet,Impala,2LT,0,1,0,B,4,0
WD577,Chevrolet,Impala,SS,0,1,0,B,4,0
WD677,Chevrolet,Impala,SS,0,1,0,B,4,0
WT577,Chevrolet,Impala,1LT,0,1,0,B,4,0
WT677,Chevrolet,Impala,1LT,0,1,0,B,4,0
WU577,Chevrolet,Impala,LTZ,0,1,0,B,4,0
WU677,Chevrolet,Impala,LTZ,0,1,0,B,4,0
YY177,Chevrolet,Corvette,Coupe,0,1,430,BR,2,0
YY277,Chevrolet,Corvette,Coupe,0,1,430,BR,2,0
YY377,Chevrolet,Corvette,Coupe,0,1,430,BR,2,0
ZF577,Chevrolet,Malibu,Bas Hybrid,0,1,0,B,4,0
ZF677,Chevrolet,Malibu,Bas Hybrid,0,1,0,B,4,0
ZG577,Chevrolet,Malibu,LS,0,1,0,B,4,0
ZG677,Chevrolet,Malibu,LS,0,1,0,B,4,0
ZH577,Chevrolet,Malibu,1LT,0,1,0,B,4,0
ZH677,Chevrolet,Malibu,1LT,0,1,0,B,4,0
ZJ577,Chevrolet,Malibu,2LT,0,1,0,B,4,0
ZJ677,Chevrolet,Malibu,2LT,0,1,0,B,4,0
ZK577,Chevrolet,Malibu,LTZ,0,1,0,B,4,0
ZK677,Chevrolet,Malibu,LTZ,0,1,0,B,4,0
AJ277,Pontiac,G5,Base,0,1,0,B,2,1
AL277,Pontiac,G5,LS,0,1,0,B,2,1
AN277,Pontiac,G5,GT,0,1,0,B,2,1
AR277,Pontiac,G5,Base,0,1,0,B,2,0
AS277,Pontiac,G5,LS,0,1,0,B,2,0
AT277,Pontiac,G5,GT,0,1,0,B,2,0
AJ177,Pontiac,G5,Base,0,1,0,BR,2,1
AL177,Pontiac,G5,LS,0,1,0,BR,2,1
AN177,Pontiac,G5,GT,0,1,0,BR,2,1
AR177,Pontiac,G5,Base,0,1,0,BR,2,0
AS177,Pontiac,G5,LS,0,1,0,BR,2,0
AT177,Pontiac,G5,GT,0,1,0,BR,2,0
EC577,Pontiac,G8,GT,0,1,0,B,4,0
EC677,Pontiac,G8,GT,0,1,0,B,4,0
EP577,Pontiac,G8,GXP,0,1,0,B,4,0
EP677,Pontiac,G8,GXP,0,1,0,B,4,0
ER577,Pontiac,G8,BASE,0,1,0,B,4,0
ER677,Pontiac,G8,BASE,0,1,0,B,4,0
MB177,Pontiac,Solstice,Base,0,1,260,JL,2,1
MG177,Pontiac,Solstice,Turbo,0,1,260,JL,2,1
MK377,Pontiac,Solstice,Street Edition,0,1,260,CC,2,1
MN177,Pontiac,Solstice,Base,0,1,260,JL,2,0
MT177,Pontiac,Solstice,Turbo,0,1,260,JL,2,0
MZ377,Pontiac,Solstice,Street Edition,0,1,260,CC,2,1
SL577,Pontiac,Vibe,FWD,0,1,0,B,4,1
SL677,Pontiac,Vibe,FWD,0,1,0,B,4,1
SM577,Pontiac,Vibe,AWD,0,1,0,B,4,1
SM677,Pontiac,Vibe,AWD,0,1,0,B,4,1
SN577,Pontiac,Vibe,GT FWD,0,1,0,B,4,1
SN677,Pontiac,Vibe,GT FWD,0,1,0,B,4,1
SP577,Pontiac,Vibe,FWD,0,1,0,B,4,0
SP677,Pontiac,Vibe,FWD,0,1,0,B,4,0
SR577,Pontiac,Vibe,GT FWD,0,1,0,B,4,0
SR677,Pontiac,Vibe,GT FWD,0,1,0,B,4,0
TD577,Pontiac,G3,N/A,0,1,0,B,4,0
TD677,Pontiac,G3,N/A,0,1,0,B,4,0
ZG577,Pontiac,G6,SE,0,1,0,B,4,0
ZG677,Pontiac,G6,SE,0,1,0,B,4,0
