New York;10001;New York;;NY
New York;10002;New York;;NY
New York;10003;New York;;NY
New York;10004;New York;;NY
New York;10005;New York;;NY
New York;10006;New York;;NY
New York;10007;New York;;NY
New York;10008;New York;;NY
New York;10009;New York;;NY
New York;10010;New York;;NY
New York;10011;New York;;NY
New York;10012;New York;;NY
New York;10013;New York;;NY
New York;10014;New York;;NY
New York;10015;New York;;NY
New York;10016;New York;;NY
New York;10017;New York;;NY
New York;10018;New York;;NY
New York;10019;New York;;NY
New York;10020;New York;;NY
New York;10021;New York;;NY
New York;10022;New York;;NY
New York;10023;New York;;NY
New York;10024;New York;;NY
New York;10025;New York;;NY
New York;10026;New York;;NY
New York;10027;New York;;NY
New York;10028;New York;;NY
New York;10029;New York;;NY
New York;10030;New York;;NY
New York;10031;New York;;NY
New York;10032;New York;;NY
New York;10033;New York;;NY
New York;10034;New York;;NY
New York;10035;New York;;NY
New York;10036;New York;;NY
New York;10037;New York;;NY
New York;10038;New York;;NY
New York;10039;New York;;NY
New York;10040;New York;;NY
New York;10041;New York;;NY
New York;10043;New York;;NY
New York;10044;New York;;NY
New York;10045;New York;;NY
New York;10046;New York;;NY
New York;10047;New York;;NY
New York;10048;New York;;NY
New York;10055;New York;;NY
New York;10060;New York;;NY
New York;10069;New York;;NY
New York;10072;New York;;NY
New York;10079;New York;;NY
New York;10080;New York;;NY
New York;10081;New York;;NY
New York;10082;New York;;NY
New York;10087;New York;;NY
New York;10090;New York;;NY
New York;10094;New York;;NY
New York;10095;New York;;NY
New York;10096;New York;;NY
New York;10098;New York;;NY
New York;10099;New York;;NY
New York;10101;New York;;NY
New York;10102;New York;;NY
New York;10103;New York;;NY
New York;10104;New York;;NY
New York;10105;New York;;NY
New York;10106;New York;;NY
New York;10107;New York;;NY
New York;10108;New York;;NY
New York;10109;New York;;NY
New York;10110;New York;;NY
New York;10111;New York;;NY
New York;10112;New York;;NY
New York;10113;New York;;NY
New York;10114;New York;;NY
New York;10115;New York;;NY
New York;10116;New York;;NY
New York;10117;New York;;NY
New York;10118;New York;;NY
New York;10119;New York;;NY
New York;10120;New York;;NY
New York;10121;New York;;NY
New York;10122;New York;;NY
New York;10123;New York;;NY
New York;10124;New York;;NY
New York;10125;New York;;NY
New York;10126;New York;;NY
New York;10128;New York;;NY
New York;10129;New York;;NY
New York;10130;New York;;NY
New York;10131;New York;;NY
New York;10132;New York;;NY
New York;10133;New York;;NY
New York;10138;New York;;NY
New York;10149;New York;;NY
New York;10150;New York;;NY
New York;10151;New York;;NY
New York;10152;New York;;NY
New York;10153;New York;;NY
New York;10154;New York;;NY
New York;10155;New York;;NY
New York;10156;New York;;NY
New York;10157;New York;;NY
New York;10158;New York;;NY
New York;10159;New York;;NY
New York;10160;New York;;NY
New York;10161;New York;;NY
New York;10162;New York;;NY
New York;10163;New York;;NY
New York;10164;New York;;NY
New York;10165;New York;;NY
New York;10166;New York;;NY
New York;10167;New York;;NY
New York;10168;New York;;NY
New York;10169;New York;;NY
New York;10170;New York;;NY
New York;10171;New York;;NY
New York;10172;New York;;NY
New York;10173;New York;;NY
New York;10174;New York;;NY
New York;10175;New York;;NY
New York;10176;New York;;NY
New York;10177;New York;;NY
New York;10178;New York;;NY
New York;10179;New York;;NY
New York;10184;New York;;NY
New York;10185;New York;;NY
New York;10196;New York;;NY
New York;10197;New York;;NY
New York;10199;New York;;NY
New York;10203;New York;;NY
New York;10211;New York;;NY
New York;10212;New York;;NY
New York;10213;New York;;NY
New York;10242;New York;;NY
New York;10249;New York;;NY
New York;10256;New York;;NY
New York;10257;New York;;NY
New York;10258;New York;;NY
New York;10259;New York;;NY
New York;10260;New York;;NY
New York;10261;New York;;NY
New York;10265;New York;;NY
New York;10268;New York;;NY
New York;10269;New York;;NY
New York;10270;New York;;NY
New York;10271;New York;;NY
New York;10272;New York;;NY
New York;10273;New York;;NY
New York;10274;New York;;NY
New York;10275;New York;;NY
New York;10276;New York;;NY
New York;10277;New York;;NY
New York;10278;New York;;NY
New York;10279;New York;;NY
New York;10280;New York;;NY
New York;10281;New York;;NY
New York;10282;New York;;NY
New York;10285;New York;;NY
New York;10286;New York;;NY
New York;10292;New York;;NY
Montgomery;11000;Alabama;;AL
Junau;12000;Alaska;;AK
Phoenix;13000;Arizona;;AZ
Little rock;14000;Arkansas;;AR
Sacramento;15000;California;;CA
Denver;16000;Colorado;;CO
Hartford;17000;Connecticut;;CT
Dover;18000;Delaware;;DE
Tallahassee;19000;Florida;;FL
Atlanta;20000;Georgia;;GA
Honolulu;21000;Hawaii;;HI
Des moines;22000;Iowa;;IA
Boise;23000;Idaho;;ID
Springfield;24000;Illinois;;IL
Indianapolis;25000;Indiana;;IN
Topeka;26000;Kansas;;KS
Frankfort;27000;Kentucky;;KY
Baton rouge;28000;Louisiana;;LA
Augusta;29000;Maine;;ME
Annapolis;30000;Maryland;;MD
Boston;31000;Massachusetts;;MA
Lansing;32000;Michigan;;MI
Saint paul;33000;Minnesota;;MN
Jefferson city;34000;Missouri;;MO
Jackson;35000;Mississipi;;MS
Helena;36000;Montana;;MT
Raleigh;37000;North carolina;;NC
Bismark;38000;North dakota;;ND
Lincoln;39000;Nebraska;;NE
Concord;40000;New hampshire;;NH
Trenton;41000;New jersey;;NJ
Santa fe;42000;New mexico;;NM
Carson city;43000;Nevada;;NV
Albany;44000;New york;;NY
Columbus;45000;Ohio;;OH
Oklahoma city;46000;Oklahoma;;OK
Salem;47000;Oregon;;OR
Harrisburg;48000;Pennsylvania;;PA
Providence;49000;Rhode island;;RI
Columbia;50000;South carolina;;SC
Pierre;51000;South dakota;;SD
Nashville;52000;Tennessee;;TN
Austin;53000;Texas;;TX
Salt lake city;54000;Utah;;UT
Richmond;55000;Virginia;;VA
Montpelier;56000;Vermont;;VT
Olympia;57000;Washington;;WA
Madison;58000;Wisconsin;;WI
Charleston;59000;West virginia;;WV
Cheyenne;60000;Wyoming;;WY
Baltimore;21212;Maryland;;MD
Chicago;60602;Illinois;;IL
Saint Paul;55112;Minnesota;;MN
Hampton;23669;Virginia;;VA
Roswell;88203;New mexico;;NM
Cadiz;42211;Kentucky;;KY
Newport News;23602;Virginia;;VA
Damascus;20872;Maryland;;MD
Reno;89523;Nevada;;NV
Jacksonville;32219;Florida;;FL
Kansas City;66109;Kansas;;KS
Evanston;82930;Wyoming;;WY
Goose Creek;29445;South Carolina;;SC
Milwaukee;53204;Wisconsin;;WI
Henderson;89002;Nevada;;NV
laguna niguel;92677;California;;CA
Glenwood;21738;Maryland;;MD
Alabaster;35007;Alabama;;AL
Long Branch;7740;New Jersey;;NJ
Bedminster;7921;New Jersey;;NJ
Toledo;43609;Ohio;;OH
Arlington Heights;60005;Illinois;;IL
Louisville;40299;Kentucky;;KY
Pittston;18640;Pennsylvania;;PA
Orlando;32810;Florida;;FL
Louisville;40223;Kentucky;;KY
Jacksonville Beach;32250;Florida;;FL
Owatonna;55060;Minnesota;;MN
Pearl River;10965;New York;;NY
Clio;48420;Michigan;;MI
Northampton;1060;Massachusetts;;MA
