SIC CA,0111,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,011 LIVESTOCK FARMS (EXCEPT ANIMAL SPECIALTIES),DAIRY FARMS,,
SIC CA,0112,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,011 LIVESTOCK FARMS (EXCEPT ANIMAL SPECIALTIES),CATTLE FARMS,,
SIC CA,0113,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,011 LIVESTOCK FARMS (EXCEPT ANIMAL SPECIALTIES),HOG FARMS,,
SIC CA,0114,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,011 LIVESTOCK FARMS (EXCEPT ANIMAL SPECIALTIES),POULTRY AND EGG FARMS,,
SIC CA,0115,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,011 LIVESTOCK FARMS (EXCEPT ANIMAL SPECIALTIES),SHEEP AND GOAT FARMS,,
SIC CA,0119,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,011 LIVESTOCK FARMS (EXCEPT ANIMAL SPECIALTIES),LIVESTOCK COMBINATION FARMS,,
SIC CA,0121,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,012 OTHER ANIMAL SPECIALTY FARMS,HONEY AND OTHER APIARY PRODUCT FARMS,,
SIC CA,0122,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,012 OTHER ANIMAL SPECIALTY FARMS,HORSE AND OTHER EQUINE FARMS,,
SIC CA,0123,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,012 OTHER ANIMAL SPECIALTY FARMS,FURS AND SKINS RANCH,,
SIC CA,0129,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,012 OTHER ANIMAL SPECIALTY FARMS,OTHER ANIMAL SPECIALTY FARMS N.E.C.,,
SIC CA,0131,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,WHEAT FARMS,,
SIC CA,0132,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,SMALL-GRAIN FARMS (EXCEPT WHEAT),,
SIC CA,0133,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,OILSEED FARMS (EXCEPT CORN),,
SIC CA,0134,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,GRAIN CORN FARMS,,
SIC CA,0135,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,FORAGE SEED AND HAY FARMS,,
SIC CA,0136,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,DRY FIELD PEA AND BEAN FARMS,,
SIC CA,0137,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,TOBACCO FARMS,,
SIC CA,0138,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,POTATO FARMS,,
SIC CA,0139,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,013 FIELD CROP FARMS,OTHER FIELD CROP FARMS,,
SIC CA,0141,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,014 FIELD CROP COMBINATION FARMS,FIELD CROP COMBINATION FARMS,,
SIC CA,0151,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,015 FRUIT AND OTHER VEGETABLE FARMS,FRUIT FARMS,,
SIC CA,0152,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,015 FRUIT AND OTHER VEGETABLE FARMS,OTHER VEGETABLE FARMS,,
SIC CA,0159,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,015 FRUIT AND OTHER VEGETABLE FARMS,FRUIT AND VEGETABLE COMBINATION FARMS,,
SIC CA,0161,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,016 HORTICULTURAL SPECIALTIES,MUSHROOMS,,
SIC CA,0162,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,016 HORTICULTURAL SPECIALTIES,GREENHOUSE PRODUCTS,,
SIC CA,0163,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,016 HORTICULTURAL SPECIALTIES,NURSERY PRODUCTS,,
SIC CA,0169,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,016 HORTICULTURAL SPECIALTIES,OTHER HORTICULTURAL SPECIALTIES,,
SIC CA,0171,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,01 AGRICULTURAL INDUSTRIES,017 LIVESTOCK FIELD CROP AND HORTICULTURAL COMBINATION FARMS,LIVESTOCK FIELD CROP AND HORTICULTURAL COMBINATION FARMS,,
SIC CA,0211,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,02 SERVICE INDUSTRIES INCIDENTAL TO AGRICULTURE,021 SERVICES INCIDENTAL TO LIVESTOCK AND ANIMAL SPECIALTIES,VETERINARY SERVICES,,
SIC CA,0212,DIVISION A. AGRICULTURAL AND RELATED SERVICE INDUSTRIES,02 SERVICE INDUSTRIES INCIDENTAL TO AGRICULTURE,021 SERVICES INCIDENTAL TO LIVESTOCK AND ANIMAL SPECIALTIES,FARM ANIMAL BREEDING SERVICES (EXCEPT POULTRY),,
