SIC UK,0111,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,011 CASH GRAINS,WHEAT,,
SIC UK,0112,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,011 CASH GRAINS,RICE,,
SIC UK,0115,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,011 CASH GRAINS,CORN,,
SIC UK,0116,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,011 CASH GRAINS,SOYBEANS,,
SIC UK,0119,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,011 CASH GRAINS,CASH GRAINS NOT ELSEWHERE CLASSIFIED,,
SIC UK,0131,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,013 FIELD CROPS EXCEPT CASH GRAINS,COTTON,,
SIC UK,0132,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,013 FIELD CROPS EXCEPT CASH GRAINS,TOBACCO,,
SIC UK,0133,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,013 FIELD CROPS EXCEPT CASH GRAINS,SUGARCANEAND SUGAR BEETS,,
SIC UK,0134,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,013 FIELD CROPS EXCEPT CASH GRAINS,IRISH POTATOES,,
SIC UK,0139,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,013 FIELD CROPS EXCEPT CASH GRAINS,FIELD CROPS EXCEPT CASH GRAINS NOT ELSEWHERE CLASSIFIED,,
SIC UK,0161,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,016 VEGETABLES AND MELONS,VEGETABLESAND MELONS,,
SIC UK,0171,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,017 FRUITS AND TREE NUTS,BERRY CROPS,,
SIC UK,0172,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,017 FRUITS AND TREE NUTS,GRAPES,,
SIC UK,0173,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,017 FRUITS AND TREE NUTS,TREE NUTS,,
SIC UK,0174,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,017 FRUITS AND TREE NUTS,CITRUS FRUITS,,
SIC UK,0175,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,017 FRUITS AND TREE NUTS,DECIDUOUS TREE FRUITS,,
SIC UK,0179,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,017 FRUITS AND TREE NUTS,FRUITSAND TREE NUTS NOT ELSEWHERE CLASSIFIED,,
SIC UK,0181,DIVISION A. AGRICULTURE FORESTRY AND FISHING,01 AGRICULTURAL PRODUCTION-CROPS,018 HORTICULTURAL SPECIALTIES,ORNAMENTAL FLORICULTUREAND NURSERY PRODUCTS,,
